Person_ID,HouseID,Age
9754,3955,11
9755,3955,10
9756,3955,15
9757,3955,43
9758,3956,28
9759,3957,44
9760,3958,23
9761,3959,14
9762,3959,5
9763,3959,33
9764,3960,8
9765,3960,14
9766,3960,9
9767,3960,92
9768,3960,18
9769,3961,13
9770,3961,5
9771,3961,5
9772,3961,20
9773,3961,21
9774,3962,4
9775,3962,25
9776,3963,64
9777,3964,22
9778,3965,16
9779,3965,24
9780,3965,34
9781,3966,16
9782,3966,69
9783,3966,21
9784,3967,6
9785,3967,18
9786,3968,21
9787,3968,27
9788,3968,38
9789,3969,21
9790,3970,27
9791,3971,25
9792,3972,12
9793,3972,36
9794,3973,39
9795,3973,21
9796,3973,25
9797,3974,13
9798,3974,15
9799,3974,14
9800,3974,19
9801,3975,18
9802,3975,46
9803,3976,22
9804,3976,44
9805,3977,12
9806,3977,5
9807,3977,54
9808,3978,68
9809,3979,7
9810,3979,24
9811,3980,47
9812,3980,21
9813,3981,16
9814,3981,6
9815,3981,35
9816,3981,26
9817,3982,72
9818,3983,24
9819,3983,28
9820,3983,18
9821,3984,45
9822,3985,6
9823,3985,5
9824,3985,26
9825,3986,41
9826,3987,5
9827,3987,43
9828,3988,92
9829,3989,15
9830,3989,27
9831,3989,34
9832,3990,5
9833,3990,15
9834,3990,6
9835,3990,37
9836,3990,51
9837,3991,51
9838,3991,27
9839,3991,18
9840,3991,27
9841,3991,63
9842,3992,54
9843,3993,21
9844,3993,24
9845,3994,15
9846,3994,34
9847,3994,40
9848,3995,29
9849,3995,19
9850,3996,47
9851,3997,28
9852,3997,39
9853,3997,46
9854,3997,52
9855,3998,11
9856,3998,21
9857,3999,8
9858,3999,14
9859,3999,26
9860,4000,19
9861,4000,23
9862,4001,18
9863,4001,16
9864,4001,49
9865,4001,28
9866,4002,12
9867,4002,12
9868,4002,100
9869,4003,8
9870,4003,9
9871,4003,6
9872,4003,28
9873,4003,60
9874,4004,33
9875,4004,44
9876,4004,41
9877,4004,30
9878,4004,22
9879,4004,39
9880,4005,15
9881,4005,58
9882,4005,65
9883,4006,15
9884,4006,11
9885,4006,13
9886,4006,16
9887,4006,18
9888,4007,59
9889,4007,24
9890,4007,26
9891,4007,21
9892,4008,25
9893,4009,41
9894,4010,7
9895,4010,11
9896,4010,15
9897,4010,20
9898,4010,18
9899,4011,9
9900,4011,19
9901,4012,8
9902,4012,8
9903,4012,11
9904,4012,32
9905,4013,14
9906,4013,30
9907,4014,36
9908,4015,11
9909,4015,34
9910,4016,75
9911,4017,38
9912,4018,19
9913,4019,29
9914,4020,26
9915,4021,56
9916,4021,33
9917,4022,13
9918,4022,45
9919,4023,39
9920,4024,34
9921,4025,29
9922,4026,18
9923,4027,7
9924,4027,18
9925,4028,40
9926,4029,6
9927,4029,16
9928,4029,24
9929,4029,26
9930,4030,32
9931,4030,37
9932,4031,27
9933,4032,39
9934,4033,17
9935,4033,17
9936,4033,30
9937,4034,42
9938,4035,10
9939,4035,12
9940,4035,6
9941,4035,22
9942,4035,18
9943,4036,13
9944,4036,8
9945,4036,28
9946,4037,29
9947,4037,21
9948,4037,19
9949,4037,40
9950,4038,39
9951,4038,21
9952,4038,41
9953,4039,67
9954,4039,100
9955,4039,39
9956,4039,32
9957,4039,57
9958,4039,29
9959,4040,50
9960,4041,24
9961,4042,14
9962,4042,4
9963,4042,33
9964,4043,33
9965,4043,59
9966,4043,44
9967,4044,14
9968,4044,27
9969,4045,12
9970,4045,25
9971,4046,28
9972,4046,20
9973,4046,100
9974,4047,9
9975,4047,9
9976,4047,41
9977,4048,51
9978,4049,4
9979,4049,18
9980,4049,22
9981,4050,39
9982,4050,36
9983,4051,17
9984,4051,6
9985,4051,7
9986,4051,27
9987,4051,27
9988,4052,18
9989,4053,7
9990,4053,26
9991,4054,29
9992,4055,26
9993,4056,32
9994,4057,14
9995,4057,18
9996,4058,17
9997,4058,13
9998,4058,11
9999,4058,30
10000,4058,26
10001,4059,9
10002,4059,7
10003,4059,25
10004,4059,54
10005,4060,21
10006,4060,30
10007,4061,31
10008,4062,54
10009,4062,19
10010,4062,59
10011,4063,23
10012,4063,53
10013,4063,44
10014,4064,32
10015,4065,50
10016,4066,30
10017,4067,21
10018,4068,4
10019,4068,39
10020,4069,11
10021,4069,70
10022,4070,27
10023,4070,29
10024,4071,88
10025,4071,19
10026,4071,24
10027,4072,21
10028,4072,53
10029,4072,25
10030,4072,42
10031,4073,62
10032,4074,22
10033,4075,37
10034,4076,34
10035,4077,39
10036,4078,20
10037,4079,17
10038,4079,4
10039,4079,17
10040,4079,22
10041,4079,20
10042,4080,18
10043,4080,14
10044,4080,18
10045,4080,33
10046,4081,47
10047,4082,49
10048,4083,17
10049,4083,16
10050,4083,25
10051,4083,48
10052,4084,23
10053,4085,21
10054,4086,26
10055,4086,36
10056,4086,25
10057,4086,26
10058,4086,20
10059,4087,15
10060,4087,58
10061,4087,24
10062,4088,24
10063,4088,89
10064,4089,25
10065,4090,16
10066,4090,23
10067,4091,82
10068,4092,9
10069,4092,10
10070,4092,29
10071,4093,15
10072,4093,18
10073,4094,20
10074,4094,55
10075,4095,25
10076,4095,49
10077,4096,23
10078,4097,10
10079,4097,13
10080,4097,17
10081,4097,35
10082,4097,36
10083,4098,8
10084,4098,17
10085,4098,6
10086,4098,27
10087,4098,27
10088,4099,13
10089,4099,9
10090,4099,31
10091,4099,73
10092,4100,95
10093,4101,11
10094,4101,15
10095,4101,22
10096,4102,16
10097,4102,16
10098,4102,19
10099,4103,22
10100,4104,23
10101,4105,5
10102,4105,17
10103,4105,23
10104,4106,9
10105,4106,63
10106,4106,84
10107,4107,19
10108,4108,10
10109,4108,14
10110,4108,39
10111,4109,10
10112,4109,21
10113,4110,43
10114,4111,13
10115,4111,13
10116,4111,32
10117,4112,24
10118,4113,7
10119,4113,20
10120,4113,27
10121,4114,9
10122,4114,12
10123,4114,7
10124,4114,39
10125,4114,54
10126,4115,18
10127,4115,64
10128,4116,27
10129,4117,23
10130,4117,37
10131,4118,8
10132,4118,6
10133,4118,8
10134,4118,25
10135,4119,46
10136,4120,29
10137,4120,25
10138,4120,56
10139,4121,17
10140,4121,8
10141,4121,17
10142,4121,16
10143,4121,64
10144,4122,44
10145,4122,22
10146,4122,37
10147,4123,57
10148,4123,21
10149,4124,6
10150,4124,8
10151,4124,26
10152,4124,32
10153,4125,41
10154,4125,47
10155,4125,50
10156,4126,18
10157,4127,25
10158,4127,24
10159,4127,53
10160,4127,26
10161,4128,12
10162,4128,8
10163,4128,67
10164,4129,24
10165,4130,10
10166,4130,10
10167,4130,19
10168,4131,62
10169,4131,23
10170,4132,20
10171,4132,24
10172,4132,64
10173,4132,24
10174,4133,26
10175,4134,30
10176,4134,41
10177,4135,13
10178,4135,16
10179,4135,31
10180,4135,23
10181,4136,19
10182,4137,58
10183,4137,22
10184,4138,14
10185,4138,13
10186,4138,10
10187,4138,19
10188,4139,11
10189,4139,21
10190,4139,31
10191,4140,8
10192,4140,65
10193,4141,58
10194,4142,12
10195,4142,23
10196,4143,19
10197,4143,26
10198,4143,31
10199,4144,33
10200,4144,70
10201,4145,48
10202,4146,27
10203,4147,12
10204,4147,53
10205,4148,18
10206,4148,30
10207,4149,10
10208,4149,8
10209,4149,22
10210,4149,99
10211,4150,25
10212,4150,60
10213,4151,23
10214,4151,21
10215,4151,34
10216,4151,18
10217,4151,34
10218,4152,10
10219,4152,22
10220,4152,35
10221,4153,47
10222,4154,26
10223,4154,54
10224,4155,14
10225,4155,22
10226,4156,24
10227,4156,19
10228,4157,15
10229,4157,12
10230,4157,24
10231,4157,28
10232,4158,20
10233,4159,51
10234,4160,77
10235,4161,18
10236,4161,15
10237,4161,42
10238,4161,60
10239,4162,25
10240,4163,27
10241,4163,25
10242,4163,100
10243,4164,73
10244,4165,18
10245,4165,18
10246,4165,33
10247,4166,49
10248,4167,13
10249,4167,33
10250,4168,26
10251,4168,45
10252,4168,30
10253,4169,40
10254,4170,21
10255,4170,20
10256,4171,42
10257,4171,56
10258,4172,9
10259,4172,16
10260,4172,41
10261,4172,24
10262,4173,5
10263,4173,18
10264,4173,36
10265,4173,20
10266,4174,12
10267,4174,5
10268,4174,18
10269,4174,23
10270,4175,9
10271,4175,10
10272,4175,26
10273,4175,33
10274,4176,33
10275,4176,26
10276,4177,38
10277,4177,31
10278,4178,42
10279,4178,45
10280,4179,34
10281,4179,33
10282,4179,18
10283,4179,39
10284,4179,18
10285,4179,26
10286,4180,30
10287,4181,34
10288,4182,21
10289,4182,56
10290,4182,47
10291,4182,32
10292,4183,23
10293,4183,20
10294,4184,18
10295,4185,38
10296,4185,66
10297,4186,18
10298,4186,42
10299,4186,31
10300,4187,40
10301,4187,54
10302,4187,26
10303,4187,30
10304,4188,48
10305,4189,18
10306,4189,18
10307,4189,57
10308,4189,23
10309,4189,34
10310,4189,35
10311,4190,24
10312,4191,5
10313,4191,6
10314,4191,22
10315,4192,36
10316,4193,39
10317,4193,65
10318,4193,32
10319,4194,15
10320,4194,14
10321,4194,7
10322,4194,34
10323,4194,31
10324,4195,31
10325,4195,39
10326,4196,16
10327,4196,35
10328,4197,48
10329,4197,31
10330,4197,18
10331,4198,8
10332,4198,12
10333,4198,19
10334,4198,39
10335,4199,20
10336,4200,13
10337,4200,14
10338,4200,16
10339,4200,18
10340,4201,41
10341,4202,26
10342,4202,37
10343,4203,13
10344,4203,62
10345,4204,11
10346,4204,38
10347,4204,30
10348,4205,29
10349,4205,28
10350,4206,24
10351,4207,42
10352,4208,23
10353,4208,22
10354,4209,5
10355,4209,11
10356,4209,32
10357,4209,19
10358,4210,10
10359,4210,18
10360,4210,30
10361,4211,20
10362,4212,25
10363,4212,32
10364,4213,43
10365,4214,43
10366,4215,34
10367,4215,53
10368,4215,21
10369,4216,18
10370,4217,10
10371,4217,15
10372,4217,9
10373,4217,5
10374,4217,19
10375,4218,29
10376,4219,10
10377,4219,39
10378,4219,34
10379,4220,21
10380,4220,19
10381,4221,16
10382,4221,7
10383,4221,21
10384,4221,29
10385,4222,28
10386,4222,20
10387,4222,37
10388,4222,39
10389,4223,24
10390,4223,37
10391,4224,40
10392,4225,19
10393,4226,43
10394,4227,14
10395,4227,100
10396,4228,48
10397,4228,40
10398,4229,73
10399,4230,8
10400,4230,8
10401,4230,6
10402,4230,16
10403,4230,60
10404,4230,35
10405,4231,17
10406,4231,51
10407,4231,36
10408,4232,30
10409,4232,19
10410,4233,8
10411,4233,13
10412,4233,33
10413,4234,19
10414,4235,10
10415,4235,13
10416,4235,20
10417,4236,72
10418,4237,16
10419,4237,33
10420,4238,13
10421,4238,34
10422,4238,21
10423,4239,65
10424,4240,21
10425,4241,13
10426,4241,9
10427,4241,27
10428,4241,51
10429,4242,13
10430,4242,25
10431,4243,32
10432,4243,30
10433,4244,38
10434,4245,5
10435,4245,7
10436,4245,14
10437,4245,28
10438,4246,11
10439,4246,34
10440,4247,14
10441,4247,4
10442,4247,32
10443,4248,41
10444,4249,6
10445,4249,30
10446,4249,42
10447,4250,32
10448,4250,35
10449,4251,33
10450,4252,71
10451,4252,43
10452,4252,34
10453,4252,21
10454,4253,37
10455,4253,19
10456,4253,26
10457,4254,32
10458,4254,42
10459,4254,28
10460,4254,22
10461,4254,46
10462,4254,30
10463,4255,19
10464,4256,77
10465,4256,100
10466,4256,23
10467,4256,35
10468,4256,34
10469,4257,30
10470,4258,68
10471,4258,26
10472,4259,26
10473,4260,42
10474,4261,32
10475,4262,31
10476,4262,21
10477,4263,5
10478,4263,50
10479,4264,47
10480,4265,8
10481,4265,18
10482,4265,17
10483,4265,29
10484,4266,7
10485,4266,54
10486,4267,30
10487,4267,38
10488,4267,28
10489,4268,28
10490,4268,81
10491,4268,27
10492,4269,91
10493,4269,34
10494,4269,35
10495,4269,29
10496,4269,23
10497,4269,25
10498,4270,25
10499,4271,18
10500,4271,8
10501,4271,33
10502,4272,27
10503,4272,26
10504,4272,43
10505,4273,14
10506,4273,6
10507,4273,5
10508,4273,4
10509,4273,22
10510,4274,6
10511,4274,14
10512,4274,18
10513,4274,18
10514,4274,41
10515,4274,44
10516,4275,28
10517,4275,100
10518,4276,18
10519,4276,9
10520,4276,61
10521,4277,18
10522,4277,10
10523,4277,5
10524,4277,19
10525,4277,95
10526,4278,17
10527,4278,16
10528,4278,24
10529,4279,51
10530,4280,20
10531,4281,10
10532,4281,4
10533,4281,21
10534,4282,16
10535,4282,17
10536,4282,34
10537,4283,12
10538,4283,17
10539,4283,29
10540,4284,27
10541,4285,20
10542,4286,29
10543,4287,18
10544,4287,13
10545,4287,23
10546,4287,33
10547,4288,6
10548,4288,39
10549,4288,20
10550,4289,7
10551,4289,27
10552,4289,55
10553,4290,16
10554,4290,40
10555,4291,10
10556,4291,21
10557,4291,58
10558,4292,11
10559,4292,9
10560,4292,9
10561,4292,49
10562,4292,44
10563,4293,10
10564,4293,9
10565,4293,72
10566,4293,32
10567,4294,27
10568,4294,24
10569,4294,23
10570,4294,19
10571,4294,20
10572,4294,46
10573,4295,20
10574,4295,35
10575,4296,10
10576,4296,11
10577,4296,7
10578,4296,39
10579,4297,89
10580,4298,18
10581,4298,6
10582,4298,4
10583,4298,8
10584,4298,25
10585,4299,23
10586,4299,23
10587,4299,33
10588,4299,25
10589,4299,85
10590,4299,43
10591,4300,21
10592,4301,25
10593,4301,54
10594,4302,4
10595,4302,10
10596,4302,18
10597,4302,48
10598,4303,40
10599,4304,20
10600,4304,51
10601,4305,24
10602,4306,6
10603,4306,18
10604,4306,36
10605,4307,4
10606,4307,18
10607,4307,30
10608,4308,18
10609,4309,7
10610,4309,18
10611,4309,21
10612,4310,55
10613,4311,36
10614,4312,44
10615,4312,31
10616,4312,28
10617,4312,34
10618,4313,21
10619,4314,46
10620,4315,18
10621,4315,18
10622,4316,14
10623,4316,11
10624,4316,23
10625,4316,44
10626,4317,11
10627,4317,57
10628,4318,43
10629,4318,42
10630,4318,58
10631,4319,65
10632,4320,31
10633,4320,18
10634,4321,10
10635,4321,9
10636,4321,31
10637,4321,47
10638,4322,67
10639,4322,20
10640,4323,12
10641,4323,11
10642,4323,32
10643,4324,17
10644,4324,10
10645,4324,100
10646,4324,65
10647,4325,11
10648,4325,28
10649,4326,33
10650,4326,23
10651,4326,87
10652,4326,28
10653,4326,27
10654,4327,13
10655,4327,12
10656,4327,19
10657,4327,47
10658,4328,36
10659,4329,50
10660,4329,35
10661,4330,18
10662,4330,51
10663,4331,10
10664,4331,9
10665,4331,19
10666,4331,21
10667,4332,11
10668,4332,25
10669,4332,28
10670,4333,61
10671,4333,28
10672,4334,60
10673,4335,11
10674,4335,53
10675,4335,46
10676,4336,48
10677,4337,5
10678,4337,28
10679,4337,33
10680,4338,22
10681,4338,18
10682,4338,22
10683,4339,17
10684,4339,24
10685,4339,19
10686,4340,10
10687,4340,24
10688,4341,60
10689,4341,38
10690,4341,77
10691,4341,29
10692,4341,27
10693,4342,4
10694,4342,14
10695,4342,23
10696,4342,27
10697,4343,22
10698,4344,40
10699,4345,11
10700,4345,18
10701,4345,25
10702,4346,67
10703,4346,24
10704,4346,24
10705,4346,18
10706,4346,87
10707,4347,17
10708,4347,20
10709,4348,37
10710,4349,18
10711,4350,18
10712,4350,56
10713,4351,22
10714,4352,4
10715,4352,100
10716,4352,20
10717,4353,21
10718,4353,36
10719,4353,49
10720,4354,6
10721,4354,16
10722,4354,9
10723,4354,26
10724,4354,34
10725,4355,8
10726,4355,8
10727,4355,22
10728,4355,31
10729,4356,12
10730,4356,4
10731,4356,7
10732,4356,26
10733,4356,32
10734,4357,24
10735,4358,12
10736,4358,24
10737,4358,33
10738,4359,32
10739,4360,20
10740,4361,11
10741,4361,13
10742,4361,17
10743,4361,25
10744,4362,49
10745,4363,30
10746,4364,11
10747,4364,18
10748,4364,27
10749,4364,69
10750,4365,61
10751,4366,17
10752,4366,54
10753,4366,61
10754,4367,17
10755,4367,15
10756,4367,18
10757,4367,35
10758,4367,23
10759,4368,35
10760,4368,30
10761,4369,20
10762,4369,34
10763,4369,19
10764,4369,30
10765,4369,61
10766,4369,34
10767,4370,20
10768,4371,38
10769,4371,52
10770,4371,69
10771,4371,33
10772,4371,27
10773,4372,15
10774,4372,36
10775,4373,16
10776,4373,14
10777,4373,22
10778,4373,23
10779,4374,11
10780,4374,24
10781,4374,66
10782,4375,14
10783,4375,19
10784,4375,55
10785,4376,5
10786,4376,30
10787,4376,100
10788,4377,12
10789,4377,35
10790,4377,25
10791,4378,27
10792,4379,36
10793,4380,21
10794,4380,30
10795,4381,16
10796,4381,4
10797,4381,12
10798,4381,24
10799,4381,38
10800,4382,54
10801,4382,37
10802,4382,42
10803,4382,42
10804,4383,27
10805,4383,67
10806,4383,39
10807,4384,22
10808,4384,26
10809,4384,35
10810,4384,19
10811,4384,19
10812,4384,65
10813,4385,31
10814,4386,27
10815,4387,13
10816,4387,100
10817,4387,86
10818,4388,69
10819,4389,47
10820,4390,30
10821,4390,25
10822,4391,50
10823,4392,37
10824,4393,11
10825,4393,17
10826,4393,23
10827,4393,22
10828,4394,34
10829,4394,40
10830,4394,44
10831,4394,18
10832,4394,25
10833,4394,43
10834,4395,4
10835,4395,27
10836,4395,25
10837,4396,8
10838,4396,10
10839,4396,14
10840,4396,5
10841,4396,93
10842,4396,20
10843,4397,9
10844,4397,53
10845,4398,10
10846,4398,16
10847,4398,20
10848,4398,25
10849,4399,29
10850,4400,14
10851,4400,6
10852,4400,7
10853,4400,51
10854,4401,48
10855,4402,10
10856,4402,10
10857,4402,18
10858,4402,18
10859,4402,20
10860,4403,33
10861,4404,24
10862,4405,28
10863,4405,35
10864,4406,10
10865,4406,30
10866,4407,11
10867,4407,9
10868,4407,11
10869,4407,52
10870,4407,21
10871,4408,23
10872,4408,62
10873,4408,25
10874,4409,30
10875,4410,6
10876,4410,7
10877,4410,29
10878,4411,7
10879,4411,25
10880,4411,22
10881,4412,7
10882,4412,12
10883,4412,54
10884,4412,18
10885,4413,22
10886,4413,63
10887,4413,23
10888,4414,18
10889,4414,32
10890,4414,52
10891,4415,6
10892,4415,9
10893,4415,15
10894,4415,100
10895,4415,18
10896,4416,21
10897,4417,14
10898,4417,34
10899,4417,23
10900,4418,27
10901,4419,37
10902,4420,26
10903,4421,6
10904,4421,20
10905,4421,33
10906,4422,15
10907,4422,8
10908,4422,84
10909,4422,33
10910,4423,20
10911,4424,4
10912,4424,14
10913,4424,46
10914,4424,25
10915,4425,8
10916,4425,16
10917,4425,64
10918,4425,28
10919,4426,4
10920,4426,20
10921,4427,6
10922,4427,24
10923,4428,13
10924,4428,61
10925,4428,45
10926,4429,33
10927,4429,33
10928,4429,49
10929,4429,100
10930,4429,49
10931,4429,25
10932,4430,13
10933,4430,21
10934,4430,23
10935,4431,37
10936,4431,19
10937,4431,33
10938,4431,52
10939,4431,36
10940,4432,5
10941,4432,15
10942,4432,40
10943,4432,26
10944,4433,13
10945,4433,8
10946,4433,14
10947,4433,18
10948,4433,32
10949,4433,20
10950,4434,19
10951,4434,18
10952,4434,27
10953,4434,93
10954,4434,36
10955,4434,55
10956,4435,30
10957,4435,60
10958,4436,8
10959,4436,19
10960,4437,81
10961,4438,60
10962,4438,19
10963,4439,7
10964,4439,48
10965,4439,23
10966,4440,80
10967,4440,44
10968,4441,43
10969,4442,24
10970,4442,23
10971,4442,47
10972,4442,23
10973,4443,59
10974,4443,26
10975,4443,70
10976,4444,40
10977,4445,18
10978,4446,23
10979,4446,79
10980,4447,34
10981,4448,47
10982,4449,18
10983,4450,39
10984,4451,5
10985,4451,21
10986,4452,7
10987,4452,29
10988,4453,35
10989,4453,43
10990,4453,46
10991,4454,7
10992,4454,14
10993,4454,20
10994,4455,100
10995,4456,21
10996,4457,15
10997,4457,60
10998,4457,31
10999,4458,10
11000,4458,10
11001,4458,14
11002,4458,31
11003,4458,25
11004,4459,40
11005,4459,30
11006,4460,5
11007,4460,12
11008,4460,11
11009,4460,40
11010,4461,35
11011,4462,23
11012,4462,62
11013,4463,38
11014,4463,43
11015,4464,27
11016,4464,26
11017,4465,37
11018,4465,52
11019,4466,5
11020,4466,14
11021,4466,30
11022,4467,7
11023,4467,16
11024,4467,15
11025,4467,19
11026,4468,12
11027,4468,10
11028,4468,14
11029,4468,16
11030,4468,50
11031,4468,20
11032,4469,19
11033,4469,94
11034,4470,23
11035,4471,15
11036,4471,7
11037,4471,11
11038,4471,29
11039,4471,51
11040,4472,18
11041,4472,22
11042,4473,36
11043,4473,71
11044,4473,18
11045,4474,17
11046,4474,15
11047,4474,33
11048,4475,6
11049,4475,6
11050,4475,27
11051,4476,20
11052,4477,9
11053,4477,7
11054,4477,32
11055,4477,78
11056,4478,13
11057,4478,14
11058,4478,6
11059,4478,34
11060,4478,48
11061,4479,18
11062,4480,9
11063,4480,33
11064,4480,38
11065,4481,9
11066,4481,14
11067,4481,18
11068,4481,55
11069,4482,8
11070,4482,6
11071,4482,86
11072,4482,46
11073,4483,19
11074,4484,74
11075,4484,18
11076,4485,16
11077,4485,18
11078,4486,24
11079,4486,20
11080,4486,22
11081,4486,19
11082,4486,100
11083,4487,22
11084,4487,25
11085,4487,80
11086,4488,10
11087,4488,6
11088,4488,26
11089,4489,30
11090,4490,20
11091,4491,22
11092,4492,25
11093,4492,85
11094,4493,11
11095,4493,6
11096,4493,16
11097,4493,29
11098,4494,4
11099,4494,33
11100,4494,28
11101,4495,18
11102,4495,36
11103,4495,22
11104,4496,96
11105,4496,56
11106,4497,13
11107,4497,62
11108,4497,19
11109,4498,39
11110,4499,56
11111,4500,18
11112,4500,20
11113,4501,5
11114,4501,70
11115,4501,31
11116,4502,23
11117,4502,27
11118,4503,45
11119,4504,14
11120,4504,16
11121,4504,39
11122,4505,16
11123,4505,26
11124,4505,30
11125,4506,21
11126,4507,14
11127,4507,12
11128,4507,22
11129,4507,21
11130,4508,23
11131,4509,50
11132,4509,35
11133,4509,23
11134,4509,43
11135,4509,91
11136,4509,18
11137,4510,21
11138,4510,27
11139,4511,38
11140,4512,30
11141,4513,6
11142,4513,12
11143,4513,55
11144,4514,9
11145,4514,8
11146,4514,15
11147,4514,26
11148,4515,23
11149,4516,10
11150,4516,9
11151,4516,10
11152,4516,67
11153,4516,34
11154,4517,4
11155,4517,5
11156,4517,16
11157,4517,53
11158,4517,50
11159,4518,30
11160,4519,48
11161,4520,13
11162,4520,5
11163,4520,83
11164,4520,31
11165,4521,19
11166,4522,48
11167,4523,21
11168,4523,34
11169,4524,10
11170,4524,14
11171,4524,19
11172,4525,69
11173,4526,5
11174,4526,8
11175,4526,41
11176,4527,30
11177,4527,23
11178,4528,26
11179,4529,53
11180,4530,4
11181,4530,8
11182,4530,36
11183,4530,23
11184,4531,6
11185,4531,45
11186,4532,24
11187,4533,17
11188,4533,14
11189,4533,41
11190,4533,32
11191,4534,8
11192,4534,20
11193,4535,5
11194,4535,5
11195,4535,15
11196,4535,30
11197,4536,6
11198,4536,18
11199,4536,12
11200,4536,93
11201,4536,27
11202,4537,36
11203,4538,13
11204,4538,14
11205,4538,60
11206,4538,27
11207,4539,16
11208,4539,36
11209,4539,57
11210,4540,15
11211,4540,10
11212,4540,4
11213,4540,17
11214,4540,18
11215,4540,21
11216,4541,19
11217,4542,4
11218,4542,4
11219,4542,54
11220,4542,46
11221,4543,38
11222,4544,41
11223,4545,74
11224,4546,16
11225,4546,16
11226,4546,56
11227,4547,51
11228,4547,37
11229,4547,26
11230,4547,27
11231,4548,14
11232,4548,16
11233,4548,12
11234,4548,9
11235,4548,44
11236,4549,26
11237,4549,18
11238,4549,69
11239,4550,17
11240,4550,28
11241,4551,12
11242,4551,7
11243,4551,20
11244,4551,46
11245,4552,15
11246,4552,34
11247,4553,4
11248,4553,21
11249,4554,37
11250,4555,27
11251,4556,18
11252,4557,4
11253,4557,17
11254,4557,16
11255,4557,64
11256,4557,26
11257,4558,30
11258,4559,48
11259,4559,31
11260,4560,47
11261,4561,12
11262,4561,11
11263,4561,44
11264,4562,20
11265,4563,89
11266,4563,22
11267,4564,23
11268,4564,34
11269,4564,27
11270,4565,12
11271,4565,18
11272,4565,13
11273,4565,4
11274,4565,35
11275,4565,18
11276,4566,36
11277,4567,4
11278,4567,4
11279,4567,28
11280,4568,33
11281,4569,21
11282,4570,5
11283,4570,66
11284,4570,24
11285,4571,9
11286,4571,7
11287,4571,30
11288,4572,32
11289,4572,39
11290,4573,10
11291,4573,33
11292,4574,18
11293,4574,9
11294,4574,100
11295,4575,12
11296,4575,10
11297,4575,43
11298,4575,22
11299,4576,28
11300,4577,13
11301,4577,12
11302,4577,5
11303,4577,4
11304,4577,33
11305,4578,13
11306,4578,17
11307,4578,19
11308,4578,44
11309,4579,15
11310,4579,6
11311,4579,19
11312,4580,37
11313,4581,29
11314,4582,11
11315,4582,8
11316,4582,28
11317,4582,43
11318,4583,4
11319,4583,25
11320,4583,35
11321,4584,4
11322,4584,15
11323,4584,9
11324,4584,27
11325,4584,21
11326,4585,35
11327,4586,9
11328,4586,5
11329,4586,35
11330,4586,73
11331,4587,38
11332,4588,7
11333,4588,16
11334,4588,21
11335,4589,65
11336,4590,23
11337,4591,18
11338,4591,74
11339,4592,43
11340,4593,8
11341,4593,5
11342,4593,16
11343,4593,11
11344,4593,24
11345,4594,6
11346,4594,20
11347,4594,43
11348,4595,58
11349,4596,61
11350,4597,19
11351,4598,9
11352,4598,22
11353,4599,53
11354,4599,64
11355,4600,46
11356,4601,31
11357,4602,5
11358,4602,17
11359,4602,21
11360,4603,28
11361,4603,45
11362,4604,26
11363,4605,14
11364,4605,18
11365,4606,15
11366,4606,5
11367,4606,18
11368,4606,22
11369,4607,8
11370,4607,7
11371,4607,4
11372,4607,10
11373,4607,53
11374,4607,19
11375,4608,8
11376,4608,19
11377,4608,65
11378,4609,32
11379,4609,38
11380,4610,23
11381,4610,25
11382,4611,20
11383,4612,28
11384,4612,100
11385,4613,17
11386,4613,12
11387,4613,23
11388,4614,10
11389,4614,8
11390,4614,50
11391,4615,5
11392,4615,34
11393,4616,36
11394,4617,15
11395,4617,6
11396,4617,29
11397,4617,20
11398,4618,7
11399,4618,4
11400,4618,22
11401,4618,24
11402,4619,41
11403,4619,65
11404,4620,28
11405,4620,31
11406,4621,18
11407,4621,48
11408,4622,30
11409,4622,37
11410,4622,33
11411,4622,30
11412,4623,18
11413,4623,18
11414,4623,29
11415,4623,56
11416,4624,8
11417,4624,21
11418,4624,25
11419,4625,11
11420,4625,32
11421,4626,37
11422,4626,24
11423,4627,8
11424,4627,57
11425,4627,22
11426,4628,11
11427,4628,32
11428,4628,19
11429,4629,22
11430,4630,30
11431,4630,41
11432,4631,32
11433,4632,59
11434,4633,40
11435,4634,27
11436,4635,6
11437,4635,16
11438,4635,17
11439,4635,5
11440,4635,36
11441,4635,21
11442,4636,12
11443,4636,13
11444,4636,14
11445,4636,13
11446,4636,37
11447,4637,23
11448,4637,25
11449,4638,34
11450,4639,92
11451,4640,8
11452,4640,10
11453,4640,44
11454,4641,18
11455,4641,32
11456,4641,23
11457,4641,46
11458,4641,33
11459,4642,14
11460,4642,7
11461,4642,29
11462,4642,56
11463,4643,43
11464,4644,7
11465,4644,23
11466,4644,20
11467,4645,11
11468,4645,43
11469,4646,32
11470,4646,41
11471,4647,62
11472,4648,11
11473,4648,33
11474,4648,38
11475,4649,21
11476,4649,20
11477,4649,69
11478,4649,20
11479,4649,49
11480,4649,82
11481,4650,18
11482,4650,6
11483,4650,6
11484,4650,24
11485,4651,5
11486,4651,17
11487,4651,35
11488,4651,44
11489,4652,18
11490,4652,43
11491,4653,21
11492,4654,9
11493,4654,15
11494,4654,4
11495,4654,10
11496,4654,50
11497,4654,27
11498,4655,27
11499,4656,10
11500,4656,7
11501,4656,62
