Household_ID,Region,Households_Type,Race,nPeople,nChildren,nOld,Males,Females,Income,PubTrans
12603,41,A,White,1,0,0,0,1,NO,No
12604,37,HW,White,4,2,0,2,2,NO,No
12605,66,R,Asian,2,0,0,1,1,NO,No
12606,55,HW_O,Black,2,0,2,0,2,NO,No
12607,47,HW,Hispanic,4,2,0,2,2,NO,No
12608,25,R,Hispanic,3,0,0,0,3,NO,No
12609,55,SP,Black,4,3,0,1,3,NO,No
12610,14,AL_O,Asian,1,0,0,0,1,POV,No
12611,21,A,White,1,0,0,0,1,NO,No
12612,42,Fam_O,White,3,0,1,1,2,POV,No
12613,66,HW,Hispanic,4,2,0,3,1,NO,No
12614,33,A,White,1,0,0,0,1,NO,Yes
12615,59,A,Hispanic,1,0,0,1,0,NO,No
12616,70,SP,Asian,4,3,0,0,4,NO,No
12617,8,HW,White,3,1,0,2,1,NO,Yes
12618,38,HW,White,6,4,0,5,1,NO,No
12619,29,A,White,1,0,0,0,1,NO,No
12620,45,Fam_O,Hispanic,3,0,1,2,1,NO,No
12621,65,HW_O,White,2,0,2,1,1,NO,No
12622,15,AL_O,Black,1,0,0,1,0,NO,No
12623,70,HW,White,6,4,0,3,3,NO,Yes
12624,70,HW,White,4,2,0,2,2,NO,No
12625,22,AL_O,White,1,0,0,0,1,NO,No
12626,36,SP,White,2,1,0,1,1,NO,No
12627,70,AL_O,White,1,0,0,0,1,NO,Yes
12628,15,HW,White,3,1,0,2,1,NO,No
12629,39,A,White,1,0,0,1,0,POV,No
12630,14,A,White,1,0,0,1,0,POV,No
12631,10,R,White,5,0,0,2,3,NO,No
12632,69,HW_O,White,2,0,2,0,2,POV,Yes
12633,26,AL_O,White,1,0,0,1,0,NO,No
12634,10,A,Asian,1,0,0,0,1,NO,No
12635,13,HW,Asian,4,2,0,2,2,NO,No
12636,68,HW_O,White,2,0,2,0,2,NO,Yes
12637,63,A,White,1,0,0,1,0,POV,No
12638,70,SP,White,4,3,0,2,2,NO,No
12639,16,HW_O,White,2,0,2,2,0,NO,Yes
12640,18,HW,White,5,3,0,3,2,NO,No
12641,2,A,Hispanic,1,0,0,1,0,NO,No
12642,70,R,White,4,0,0,1,3,POV,No
12643,67,SP,White,4,3,0,3,1,NO,No
12644,18,A,White,1,0,0,1,0,POV,Yes
12645,2,HW,White,5,3,0,3,2,NO,No
12646,12,A,White,1,0,0,1,0,POV,No
12647,8,SP,White,2,1,0,0,2,POV,No
12648,25,AL_O,White,1,0,0,0,1,NO,No
12649,1,A,White,1,0,0,1,0,NO,Yes
12650,3,AL_O,White,1,0,0,1,0,POV,No
12651,36,HW,White,3,1,0,2,1,POV,No
12652,30,HW_O,White,2,0,2,1,1,NO,No
12653,14,R,White,3,0,0,1,2,NO,No
12654,39,SP,White,2,1,0,1,1,NO,No
12655,45,HW_O,White,2,0,2,1,1,NO,No
12656,33,HW,Hispanic,4,2,0,2,2,NO,No
12657,48,SP,White,3,2,0,2,1,NO,No
12658,17,SP,Hispanic,2,1,0,2,0,POV,No
12659,63,HW,Asian,3,1,0,1,2,NO,No
12660,21,HW,White,3,1,0,2,1,NO,No
12661,30,A,Black,1,0,0,0,1,NO,No
12662,53,SP,White,2,1,0,1,1,NO,No
12663,69,HW,White,3,1,0,2,1,NO,Yes
12664,14,A,Asian,1,0,0,0,1,POV,No
12665,19,A,White,1,0,0,1,0,NO,Yes
12666,59,HW,White,3,1,0,2,1,POV,No
12667,3,SP,White,4,3,0,3,1,NO,No
12668,2,HW,White,3,1,0,2,1,NO,No
12669,36,A,White,1,0,0,0,1,POV,No
12670,52,A,Hispanic,1,0,0,1,0,NO,No
12671,20,HW_O,White,2,0,2,0,2,NO,No
12672,60,A,Hispanic,1,0,0,1,0,NO,No
12673,55,HW,White,5,3,0,3,2,NO,No
12674,68,HW_O,Multirace,2,0,2,0,2,NO,No
12675,61,A,White,1,0,0,1,0,NO,No
12676,6,AL_O,White,1,0,0,0,1,POV,Yes
12677,68,SP,White,4,3,0,2,2,NO,No
12678,64,AL_O,White,1,0,0,1,0,NO,No
12679,52,SP,Hispanic,2,1,0,1,1,NO,No
12680,1,A,White,1,0,0,0,1,POV,No
12681,46,SP,White,3,2,0,2,1,NO,No
12682,26,HW,White,4,2,0,2,2,NO,No
12683,70,HW,White,3,1,0,1,2,POV,No
12684,8,AL_O,Asian,1,0,0,0,1,NO,No
12685,69,SP,White,2,1,0,0,2,POV,Yes
12686,53,HW_O,Black,2,0,2,1,1,NO,No
12687,26,A,White,1,0,0,1,0,NO,No
12688,57,HW,White,4,2,0,3,1,NO,No
12689,56,SP,White,3,2,0,1,2,NO,No
12690,33,AL_O,White,1,0,0,0,1,NO,No
12691,70,R,Asian,5,0,0,4,1,NO,Yes
12692,59,R,Black,4,0,0,1,3,NO,No
12693,64,HW,Hispanic,3,1,0,1,2,NO,No
12694,66,A,White,1,0,0,0,1,NO,No
12695,2,HW,White,4,2,0,2,2,NO,No
12696,10,A,Asian,1,0,0,1,0,NO,No
12697,64,A,White,1,0,0,1,0,NO,No
12698,54,SP,White,2,1,0,2,0,NO,No
12699,25,AL_O,White,1,0,0,0,1,NO,No
12700,29,A,White,1,0,0,1,0,NO,No
12701,67,HW,White,5,3,0,4,1,NO,No
12702,54,A,White,1,0,0,0,1,NO,No
12703,37,HW,Black,3,1,0,1,2,NO,No
12704,69,HW,Asian,3,1,0,2,1,POV,No
12705,56,AL_O,White,1,0,0,0,1,NO,No
12706,28,HW,White,3,1,0,2,1,NO,No
12707,22,AL_O,White,1,0,0,1,0,NO,No
12708,36,A,White,1,0,0,0,1,NO,No
12709,34,R,Black,6,0,0,2,4,NO,No
12710,69,A,Asian,1,0,0,0,1,POV,No
12711,17,SP,White,2,1,0,1,1,POV,No
12712,53,HW_O,White,2,0,2,0,2,NO,No
12713,58,HW_O,Hispanic,2,0,2,0,2,NO,No
12714,17,SP,Asian,2,1,0,2,0,POV,No
12715,38,HW,White,3,1,0,2,1,NO,No
12716,48,R,White,5,0,0,2,3,POV,No
12717,70,R,White,4,0,0,2,2,NO,No
12718,54,HW_O,White,2,0,2,1,1,NO,No
12719,16,SP,Asian,4,3,0,2,2,NO,No
12720,65,SP,White,2,1,0,0,2,POV,No
12721,21,SP,Black,2,1,0,2,0,NO,No
12722,16,Fam_O,White,3,0,1,2,1,POV,No
12723,13,AL_O,White,1,0,0,1,0,POV,No
12724,67,HW_O,Hispanic,2,0,2,1,1,NO,No
12725,59,HW_O,White,2,0,2,2,0,NO,No
12726,67,R,White,5,0,0,1,4,NO,No
12727,65,HW,White,3,1,0,2,1,NO,No
12728,67,AL_O,White,1,0,0,0,1,NO,No
12729,21,SP,White,3,2,0,2,1,NO,No
12730,7,R,White,2,0,0,1,1,NO,No
12731,1,SP,White,2,1,0,1,1,NO,No
12732,67,R,White,4,0,0,3,1,NO,Yes
12733,1,AL_O,White,1,0,0,1,0,POV,No
12734,11,SP,White,3,2,0,1,2,NO,Yes
12735,63,SP,White,2,1,0,0,2,NO,No
12736,22,SP,White,3,2,0,1,2,NO,No
12737,51,R,White,4,0,0,3,1,NO,No
12738,24,HW_O,White,2,0,2,1,1,NO,No
12739,1,HW_O,White,2,0,2,0,2,NO,No
12740,21,SP,White,3,2,0,3,0,NO,No
12741,19,SP,White,5,4,0,3,2,POV,No
12742,3,AL_O,White,1,0,0,1,0,NO,No
12743,10,Fam_O,White,3,0,1,2,1,NO,No
12744,3,A,White,1,0,0,0,1,NO,No
12745,70,HW,White,3,1,0,2,1,POV,No
12746,53,HW,White,4,2,0,2,2,NO,No
12747,66,A,White,1,0,0,0,1,NO,No
12748,59,A,White,1,0,0,1,0,NO,No
12749,28,AL_O,Asian,1,0,0,0,1,POV,No
12750,41,R,White,2,0,0,1,1,NO,No
12751,67,A,White,1,0,0,0,1,NO,No
12752,22,HW_O,White,2,0,2,2,0,NO,No
12753,58,SP,Hispanic,3,2,0,1,2,NO,No
12754,22,HW,Hispanic,3,1,0,2,1,NO,No
12755,64,HW,White,3,1,0,1,2,NO,No
12756,66,HW_O,White,2,0,2,2,0,NO,No
12757,3,SP,Asian,2,1,0,1,1,NO,No
12758,69,R,White,3,0,0,2,1,POV,Yes
12759,42,HW_O,White,2,0,2,1,1,NO,No
12760,9,A,White,1,0,0,1,0,NO,Yes
12761,13,HW_O,White,2,0,2,1,1,POV,Yes
12762,70,SP,Asian,5,4,0,4,1,NO,No
12763,24,HW_O,White,2,0,2,1,1,NO,Yes
12764,59,HW,Black,3,1,0,1,2,NO,No
12765,23,HW,White,3,1,0,1,2,NO,No
12766,20,SP,White,5,4,0,1,4,NO,No
12767,1,A,White,1,0,0,0,1,NO,No
12768,29,A,White,1,0,0,0,1,NO,No
12769,24,A,White,1,0,0,1,0,NO,No
12770,29,HW,White,5,3,0,4,1,NO,No
12771,63,HW,Black,3,1,0,2,1,NO,No
12772,69,HW_O,White,2,0,2,0,2,POV,No
12773,53,SP,White,3,2,0,1,2,POV,No
12774,47,A,White,1,0,0,0,1,NO,No
12775,13,HW,White,4,2,0,1,3,POV,Yes
12776,60,SP,White,3,2,0,2,1,NO,No
12777,58,AL_O,White,1,0,0,0,1,NO,No
12778,66,A,White,1,0,0,0,1,NO,No
12779,63,AL_O,Asian,1,0,0,1,0,NO,No
12780,48,HW,Multirace,3,1,0,1,2,NO,No
12781,70,HW,White,3,1,0,2,1,NO,No
12782,13,SP,White,3,2,0,0,3,POV,No
12783,17,HW_O,White,2,0,2,0,2,NO,No
12784,68,HW,White,4,2,0,1,3,NO,Yes
12785,46,SP,White,4,3,0,1,3,NO,No
12786,32,A,White,1,0,0,0,1,NO,Yes
12787,52,AL_O,Hispanic,1,0,0,1,0,NO,No
12788,11,SP,White,5,4,0,3,2,NO,No
12789,67,A,White,1,0,0,1,0,NO,No
12790,30,HW_O,Hispanic,2,0,2,1,1,NO,No
12791,42,R,White,5,0,0,2,3,POV,No
12792,21,HW,White,3,1,0,1,2,NO,No
12793,67,HW,White,4,2,0,2,2,NO,No
12794,68,HW,White,3,1,0,1,2,NO,No
12795,66,A,White,1,0,0,1,0,NO,No
12796,47,SP,White,2,1,0,2,0,NO,No
12797,40,R,White,4,0,0,1,3,NO,No
12798,4,A,Black,1,0,0,1,0,NO,No
12799,70,HW,White,4,2,0,2,2,POV,No
12800,57,HW,White,4,2,0,1,3,POV,No
12801,57,SP,Asian,3,2,0,0,3,POV,No
12802,58,SP,White,3,2,0,2,1,NO,Yes
12803,30,AL_O,White,1,0,0,1,0,NO,No
12804,36,HW,White,3,1,0,2,1,NO,No
12805,62,AL_O,White,1,0,0,1,0,NO,No
12806,33,AL_O,Black,1,0,0,0,1,NO,No
12807,56,R,White,4,0,0,0,4,NO,No
12808,49,A,White,1,0,0,0,1,NO,No
12809,29,SP,White,3,2,0,2,1,POV,No
12810,40,SP,White,2,1,0,2,0,NO,Yes
12811,70,SP,White,2,1,0,1,1,POV,Yes
12812,36,Fam_O,Asian,3,0,1,1,2,NO,No
12813,66,HW,White,3,1,0,1,2,NO,No
12814,38,HW_O,White,2,0,2,0,2,NO,No
12815,65,A,White,1,0,0,0,1,NO,No
12816,61,AL_O,White,1,0,0,0,1,NO,No
12817,57,R,White,4,0,0,4,0,POV,No
12818,8,A,White,1,0,0,1,0,NO,No
12819,22,AL_O,White,1,0,0,1,0,NO,No
12820,50,A,White,1,0,0,0,1,NO,No
12821,4,R,White,5,0,0,3,2,POV,No
12822,42,HW_O,Hispanic,2,0,2,0,2,NO,No
12823,61,A,White,1,0,0,1,0,NO,No
12824,49,SP,White,3,2,0,1,2,NO,No
12825,69,Fam_O,White,3,0,1,1,2,NO,No
12826,16,A,White,1,0,0,1,0,POV,No
12827,3,HW,White,3,1,0,2,1,NO,No
12828,56,A,White,1,0,0,0,1,NO,Yes
12829,70,HW_O,White,2,0,2,2,0,NO,No
12830,3,A,White,1,0,0,0,1,NO,No
12831,3,SP,White,2,1,0,0,2,POV,No
12832,18,Fam_O,White,3,0,1,2,1,POV,No
12833,65,SP,White,3,2,0,2,1,NO,No
12834,65,AL_O,White,1,0,0,0,1,NO,No
12835,70,A,White,1,0,0,1,0,POV,No
12836,56,AL_O,Hispanic,1,0,0,0,1,POV,No
12837,66,HW_O,White,2,0,2,1,1,NO,No
12838,22,HW,White,4,2,0,2,2,NO,No
12839,15,AL_O,White,1,0,0,1,0,NO,No
12840,67,HW,White,4,2,0,1,3,NO,No
12841,8,R,White,5,0,0,2,3,NO,Yes
12842,42,HW_O,White,2,0,2,2,0,NO,Yes
12843,29,SP,White,2,1,0,0,2,NO,No
12844,6,SP,White,2,1,0,1,1,NO,No
12845,13,AL_O,Asian,1,0,0,1,0,NO,No
12846,1,HW_O,Asian,2,0,2,1,1,NO,No
12847,60,SP,Hispanic,2,1,0,2,0,NO,No
12848,20,SP,Hispanic,2,1,0,1,1,NO,No
12849,19,HW,White,3,1,0,2,1,NO,No
12850,70,SP,White,2,1,0,1,1,POV,No
12851,49,HW_O,White,2,0,2,1,1,NO,No
12852,8,A,White,1,0,0,0,1,NO,No
12853,59,HW,White,4,2,0,2,2,NO,No
12854,55,R,White,6,0,0,2,4,NO,No
12855,3,HW_O,White,2,0,2,1,1,POV,No
12856,26,AL_O,White,1,0,0,1,0,NO,No
12857,15,HW,Black,3,1,0,2,1,POV,No
12858,9,A,Black,1,0,0,1,0,NO,No
12859,43,HW_O,White,2,0,2,2,0,NO,No
12860,58,HW,Hispanic,4,2,0,2,2,NO,No
12861,13,R,White,5,0,0,4,1,POV,No
12862,39,R,White,4,0,0,3,1,NO,No
12863,2,SP,Asian,5,4,0,3,2,NO,No
12864,2,Fam_O,White,3,0,1,2,1,NO,No
12865,63,HW,Black,4,2,0,3,1,NO,No
12866,23,Fam_O,White,3,0,1,1,2,NO,No
12867,1,SP,White,2,1,0,1,1,NO,No
12868,52,SP,Hispanic,3,2,0,1,2,NO,Yes
12869,13,SP,White,4,3,0,4,0,POV,Yes
12870,70,AL_O,Asian,1,0,0,1,0,NO,No
12871,67,AL_O,White,1,0,0,1,0,NO,No
12872,1,A,Black,1,0,0,1,0,NO,No
12873,9,A,White,1,0,0,0,1,NO,No
12874,34,AL_O,White,1,0,0,0,1,NO,No
12875,17,A,Asian,1,0,0,1,0,POV,No
12876,22,A,White,1,0,0,1,0,NO,No
12877,9,A,White,1,0,0,0,1,NO,No
12878,45,A,White,1,0,0,1,0,NO,No
12879,23,HW_O,White,2,0,2,1,1,NO,No
12880,66,HW,White,6,4,0,2,4,NO,No
12881,15,Fam_O,White,3,0,1,2,1,POV,No
12882,1,HW_O,White,2,0,2,1,1,NO,No
12883,33,HW,White,3,1,0,1,2,NO,No
12884,3,HW_O,Asian,2,0,2,2,0,NO,No
12885,2,SP,White,2,1,0,1,1,NO,No
12886,70,AL_O,Black,1,0,0,1,0,NO,No
12887,54,A,White,1,0,0,1,0,NO,No
12888,61,HW_O,White,2,0,2,2,0,NO,No
12889,62,HW,White,4,2,0,2,2,NO,No
12890,60,HW,Black,5,3,0,3,2,NO,No
12891,33,SP,White,3,2,0,2,1,NO,No
12892,53,HW,White,3,1,0,2,1,NO,No
12893,4,A,White,1,0,0,1,0,NO,No
12894,2,SP,White,2,1,0,1,1,NO,No
12895,6,SP,White,3,2,0,0,3,POV,No
12896,51,HW_O,White,2,0,2,2,0,NO,No
12897,38,R,White,4,0,0,2,2,NO,No
12898,16,HW_O,Asian,2,0,2,1,1,POV,No
12899,3,HW_O,White,2,0,2,0,2,NO,No
12900,16,A,White,1,0,0,1,0,POV,No
12901,22,A,White,1,0,0,1,0,NO,No
12902,32,A,White,1,0,0,0,1,POV,No
12903,8,HW,White,5,3,0,2,3,NO,No
12904,11,Fam_O,White,3,0,1,1,2,NO,No
12905,59,SP,White,2,1,0,0,2,NO,No
12906,66,HW,Hispanic,4,2,0,3,1,NO,No
12907,29,A,White,1,0,0,0,1,NO,No
12908,52,SP,Hispanic,3,2,0,0,3,NO,Yes
12909,13,SP,Asian,2,1,0,0,2,POV,No
12910,70,SP,Asian,3,2,0,1,2,NO,No
12911,42,A,White,1,0,0,1,0,NO,No
12912,47,HW,White,4,2,0,2,2,NO,No
12913,8,HW,White,4,2,0,2,2,NO,Yes
12914,67,SP,White,2,1,0,1,1,NO,No
12915,16,HW,White,5,3,0,2,3,POV,No
12916,9,HW,White,5,3,0,4,1,NO,No
12917,11,A,White,1,0,0,1,0,NO,Yes
12918,55,HW,Hispanic,4,2,0,2,2,NO,No
12919,64,HW_O,White,2,0,2,1,1,NO,No
12920,1,HW,Asian,4,2,0,2,2,NO,No
12921,22,HW,White,3,1,0,1,2,NO,No
12922,70,HW,White,3,1,0,2,1,POV,No
12923,65,Fam_O,White,3,0,1,1,2,NO,No
12924,64,A,Hispanic,1,0,0,1,0,NO,No
12925,46,A,White,1,0,0,1,0,NO,No
12926,16,HW,Asian,3,1,0,2,1,POV,No
12927,69,HW,White,4,2,0,1,3,POV,No
12928,12,A,White,1,0,0,0,1,NO,No
12929,2,R,Asian,6,0,0,4,2,NO,No
12930,9,A,White,1,0,0,1,0,NO,Yes
12931,20,SP,White,2,1,0,2,0,NO,No
12932,1,SP,White,3,2,0,1,2,NO,Yes
12933,70,HW,Asian,4,2,0,2,2,NO,Yes
12934,41,AL_O,Hispanic,1,0,0,0,1,NO,Yes
12935,1,SP,White,2,1,0,1,1,POV,No
12936,61,AL_O,White,1,0,0,1,0,NO,No
12937,16,A,White,1,0,0,1,0,POV,No
12938,38,HW_O,White,2,0,2,1,1,NO,No
12939,6,Fam_O,Black,3,0,1,2,1,NO,No
12940,18,HW,White,3,1,0,1,2,POV,No
12941,29,HW,White,4,2,0,3,1,NO,No
12942,28,HW,White,4,2,0,2,2,NO,No
12943,7,SP,White,3,2,0,2,1,NO,No
12944,16,R,White,6,0,0,4,2,NO,No
12945,1,SP,Asian,3,2,0,3,0,NO,No
12946,43,AL_O,White,1,0,0,1,0,NO,No
12947,21,HW,White,3,1,0,2,1,NO,No
12948,70,A,Asian,1,0,0,0,1,NO,No
12949,69,A,White,1,0,0,1,0,POV,No
12950,66,A,White,1,0,0,0,1,NO,No
12951,48,HW,White,5,3,0,1,4,NO,No
12952,66,HW,Hispanic,3,1,0,2,1,NO,No
12953,39,SP,White,2,1,0,0,2,NO,No
12954,64,R,White,6,0,0,5,1,NO,No
12955,69,HW,Asian,4,2,0,2,2,POV,No
12956,69,HW,White,4,2,0,2,2,NO,No
12957,59,AL_O,White,1,0,0,1,0,NO,No
12958,67,AL_O,White,1,0,0,0,1,NO,No
12959,40,A,White,1,0,0,0,1,NO,Yes
12960,29,SP,White,2,1,0,1,1,POV,No
12961,4,SP,White,3,2,0,1,2,NO,No
12962,59,SP,Multirace,2,1,0,1,1,NO,No
12963,1,R,White,3,0,0,3,0,NO,No
12964,56,AL_O,Hispanic,1,0,0,0,1,NO,No
12965,14,SP,White,4,3,0,3,1,POV,No
12966,6,HW_O,White,2,0,2,0,2,NO,No
12967,69,HW,White,6,4,0,3,3,POV,No
12968,7,SP,Hispanic,3,2,0,1,2,NO,No
12969,9,SP,White,3,2,0,2,1,NO,No
12970,59,HW,White,3,1,0,2,1,NO,No
12971,37,HW,White,4,2,0,2,2,NO,No
12972,67,R,White,4,0,0,3,1,NO,No
12973,58,AL_O,White,1,0,0,1,0,POV,No
12974,56,A,White,1,0,0,0,1,NO,No
12975,59,SP,Black,3,2,0,3,0,NO,No
12976,59,HW,White,4,2,0,3,1,NO,No
12977,61,AL_O,Hispanic,1,0,0,0,1,NO,No
12978,3,AL_O,White,1,0,0,1,0,NO,No
12979,37,A,White,1,0,0,0,1,NO,No
12980,69,A,White,1,0,0,0,1,POV,No
12981,65,HW,White,3,1,0,1,2,NO,No
12982,11,HW_O,White,2,0,2,1,1,NO,No
12983,70,A,Multirace,1,0,0,1,0,POV,No
12984,42,A,White,1,0,0,1,0,NO,No
12985,69,R,White,2,0,0,1,1,NO,No
12986,14,SP,White,3,2,0,1,2,POV,No
12987,45,HW_O,White,2,0,2,1,1,NO,No
12988,68,A,Asian,1,0,0,0,1,NO,No
12989,13,A,White,1,0,0,1,0,NO,No
12990,64,HW,Hispanic,5,3,0,3,2,POV,No
12991,67,AL_O,Hispanic,1,0,0,0,1,NO,No
12992,8,A,White,1,0,0,0,1,POV,No
12993,70,A,White,1,0,0,0,1,NO,No
12994,18,HW,Asian,4,2,0,2,2,NO,No
12995,54,SP,White,4,3,0,1,3,NO,No
12996,24,A,White,1,0,0,0,1,NO,No
12997,28,SP,White,3,2,0,1,2,POV,No
12998,27,HW,White,3,1,0,1,2,NO,No
12999,53,HW_O,White,2,0,2,0,2,NO,No
13000,65,SP,Hispanic,2,1,0,1,1,NO,No
13001,30,HW,White,3,1,0,2,1,NO,No
13002,25,SP,Hispanic,3,2,0,2,1,NO,No
13003,55,HW,White,3,1,0,1,2,NO,No
13004,17,HW,White,4,2,0,2,2,POV,No
13005,37,A,White,1,0,0,1,0,POV,No
13006,42,HW,White,4,2,0,2,2,NO,No
13007,69,A,Hispanic,1,0,0,0,1,NO,No
13008,27,A,White,1,0,0,0,1,NO,Yes
13009,63,A,Black,1,0,0,1,0,NO,No
13010,8,HW_O,White,2,0,2,0,2,NO,No
13011,65,A,White,1,0,0,1,0,NO,No
13012,49,HW,White,4,2,0,2,2,NO,No
13013,21,A,White,1,0,0,0,1,NO,Yes
13014,38,R,Hispanic,6,0,0,3,3,NO,No
13015,19,A,White,1,0,0,0,1,NO,No
13016,56,SP,White,3,2,0,2,1,NO,No
13017,58,HW,White,3,1,0,2,1,NO,No
13018,59,AL_O,White,1,0,0,0,1,NO,No
13019,48,HW,White,4,2,0,2,2,POV,No
13020,48,HW,White,4,2,0,2,2,NO,No
13021,6,AL_O,White,1,0,0,1,0,NO,No
13022,23,HW,White,3,1,0,1,2,NO,No
13023,3,HW,White,4,2,0,2,2,POV,No
13024,21,AL_O,Hispanic,1,0,0,0,1,NO,No
13025,66,SP,White,4,3,0,3,1,NO,No
13026,29,A,White,1,0,0,0,1,NO,No
13027,3,HW_O,White,2,0,2,1,1,POV,No
13028,69,HW,Asian,5,3,0,3,2,NO,No
13029,55,A,White,1,0,0,0,1,NO,No
13030,58,SP,White,2,1,0,1,1,NO,No
13031,66,AL_O,White,1,0,0,1,0,NO,No
13032,52,HW_O,White,2,0,2,0,2,NO,No
13033,51,Fam_O,White,3,0,1,1,2,NO,No
13034,70,A,White,1,0,0,1,0,NO,No
13035,51,SP,White,2,1,0,0,2,POV,No
13036,42,HW,White,3,1,0,1,2,NO,No
13037,37,SP,Hispanic,2,1,0,1,1,NO,No
13038,3,A,White,1,0,0,1,0,NO,No
13039,9,A,White,1,0,0,0,1,NO,Yes
13040,28,A,White,1,0,0,1,0,NO,No
13041,8,HW_O,White,2,0,2,2,0,POV,No
13042,69,HW,Asian,3,1,0,2,1,POV,No
13043,60,A,White,1,0,0,1,0,NO,No
13044,10,HW,Asian,4,2,0,2,2,NO,No
13045,25,SP,White,3,2,0,2,1,NO,No
13046,47,R,Hispanic,5,0,0,3,2,NO,No
13047,11,HW_O,Black,2,0,2,1,1,NO,Yes
13048,67,A,White,1,0,0,0,1,NO,No
13049,56,HW_O,White,2,0,2,2,0,NO,No
13050,42,HW,White,5,3,0,3,2,NO,No
13051,70,Fam_O,White,3,0,1,1,2,NO,No
13052,2,AL_O,White,1,0,0,0,1,NO,No
13053,30,HW_O,Hispanic,2,0,2,1,1,NO,No
13054,14,Fam_O,White,3,0,1,2,1,POV,No
13055,56,SP,White,5,4,0,3,2,NO,No
13056,70,R,Asian,5,0,0,1,4,NO,No
13057,1,R,White,4,0,0,0,4,NO,No
13058,4,SP,White,2,1,0,2,0,NO,No
13059,3,HW,White,3,1,0,2,1,NO,No
13060,39,A,White,1,0,0,1,0,NO,No
13061,1,A,White,1,0,0,1,0,NO,No
13062,40,A,White,1,0,0,1,0,NO,No
13063,7,AL_O,White,1,0,0,0,1,NO,No
13064,24,SP,Black,3,2,0,2,1,NO,No
13065,27,R,Black,2,0,0,0,2,NO,No
13066,2,A,White,1,0,0,1,0,NO,No
13067,23,SP,White,4,3,0,3,1,NO,No
13068,68,HW_O,White,2,0,2,0,2,NO,No
13069,49,A,White,1,0,0,0,1,NO,No
13070,70,Fam_O,Asian,3,0,1,1,2,NO,No
13071,51,HW,Black,4,2,0,2,2,NO,No
13072,49,HW,Multirace,4,2,0,2,2,NO,Yes
13073,12,R,Multirace,3,0,0,1,2,NO,No
13074,48,HW,Hispanic,3,1,0,2,1,NO,No
13075,70,HW_O,Multirace,2,0,2,1,1,NO,No
13076,19,A,White,1,0,0,1,0,NO,No
13077,7,HW,White,4,2,0,1,3,NO,No
13078,35,A,White,1,0,0,0,1,NO,No
13079,1,AL_O,White,1,0,0,0,1,NO,No
13080,14,SP,Multirace,2,1,0,2,0,POV,No
13081,26,HW_O,White,2,0,2,0,2,NO,No
13082,39,SP,White,3,2,0,0,3,NO,No
13083,36,HW_O,White,2,0,2,0,2,NO,No
13084,27,SP,White,3,2,0,2,1,NO,No
13085,38,HW_O,White,2,0,2,1,1,NO,No
13086,66,A,Asian,1,0,0,1,0,NO,No
13087,56,AL_O,White,1,0,0,0,1,NO,No
13088,17,AL_O,White,1,0,0,1,0,POV,No
13089,66,A,White,1,0,0,1,0,NO,No
13090,42,HW,White,4,2,0,2,2,NO,No
13091,65,HW,White,5,3,0,3,2,NO,No
13092,30,A,White,1,0,0,1,0,NO,No
13093,8,AL_O,Asian,1,0,0,1,0,POV,No
13094,21,HW,White,3,1,0,2,1,NO,No
13095,32,A,White,1,0,0,1,0,NO,Yes
13096,63,AL_O,Black,1,0,0,1,0,NO,No
13097,16,HW,White,4,2,0,2,2,NO,No
13098,51,R,White,3,0,0,3,0,NO,Yes
13099,56,A,Hispanic,1,0,0,0,1,NO,No
13100,10,A,White,1,0,0,0,1,NO,Yes
13101,70,A,White,1,0,0,1,0,NO,Yes
13102,1,SP,Asian,4,3,0,3,1,NO,No
13103,15,Fam_O,Asian,3,0,1,1,2,POV,No
13104,8,A,Black,1,0,0,0,1,NO,No
13105,3,A,White,1,0,0,0,1,NO,No
13106,62,HW_O,White,2,0,2,2,0,NO,No
13107,66,AL_O,White,1,0,0,1,0,NO,No
13108,25,SP,White,3,2,0,3,0,NO,No
13109,2,A,White,1,0,0,0,1,NO,No
13110,1,SP,White,3,2,0,3,0,NO,No
13111,2,Fam_O,White,3,0,1,2,1,NO,No
13112,46,SP,White,3,2,0,2,1,NO,No
13113,1,A,Asian,1,0,0,1,0,POV,Yes
13114,60,AL_O,White,1,0,0,0,1,POV,No
13115,48,A,Hispanic,1,0,0,1,0,NO,No
13116,22,R,Hispanic,5,0,0,0,5,NO,No
13117,1,HW,White,4,2,0,3,1,NO,No
13118,1,A,White,1,0,0,0,1,POV,No
13119,65,A,White,1,0,0,0,1,NO,No
13120,51,A,White,1,0,0,1,0,POV,No
13121,29,SP,White,2,1,0,1,1,POV,No
13122,18,HW,White,3,1,0,2,1,POV,No
13123,4,HW,White,4,2,0,3,1,NO,No
13124,63,A,White,1,0,0,0,1,NO,No
13125,45,A,White,1,0,0,1,0,NO,No
13126,42,HW_O,White,2,0,2,2,0,NO,No
13127,4,SP,White,3,2,0,2,1,NO,No
13128,67,SP,Hispanic,3,2,0,1,2,NO,No
13129,56,HW,White,5,3,0,1,4,NO,No
13130,59,SP,White,2,1,0,1,1,NO,No
13131,29,A,White,1,0,0,1,0,NO,No
13132,10,A,Asian,1,0,0,0,1,NO,No
13133,8,AL_O,Asian,1,0,0,1,0,NO,No
13134,26,HW_O,White,2,0,2,1,1,NO,No
13135,55,AL_O,White,1,0,0,1,0,NO,No
13136,70,HW,White,4,2,0,1,3,POV,No
