"Household_ID","Region","Income","Race","PubTrans"
8798,62,"NO","Hispanic","No"
8799,4,"NO","White","No"
8800,70,"NO","Asian","No"
8801,70,"NO","Multirace","No"
8802,19,"NO","Hispanic","No"
8803,39,"NO","White","No"
8804,70,"POV","White","No"
8805,1,"NO","White","No"
8806,14,"NO","White","No"
8807,67,"NO","White","No"
8808,26,"NO","Hispanic","No"
8809,1,"POV","White","No"
8810,53,"NO","White","No"
8811,52,"NO","Hispanic","No"
8812,8,"NO","White","No"
8813,60,"NO","White","No"
8814,2,"POV","White","No"
8815,66,"NO","White","No"
8816,19,"NO","White","No"
8817,1,"NO","White","No"
8818,66,"NO","White","No"
8819,70,"NO","White","No"
8820,66,"NO","White","No"
8821,34,"NO","White","No"
8822,27,"POV","Black","No"
8823,21,"NO","White","No"
8824,32,"NO","Hispanic","No"
8825,3,"NO","White","No"
8826,70,"NO","White","No"
8827,37,"NO","White","No"
8828,60,"POV","White","No"
8829,25,"NO","Hispanic","No"
8830,61,"NO","White","No"
8831,27,"NO","White","No"
8832,18,"POV","Hispanic","No"
8833,23,"NO","White","No"
8834,69,"POV","White","No"
8835,7,"NO","White","No"
8836,65,"NO","Hispanic","No"
8837,63,"NO","White","No"
8838,21,"NO","White","No"
8839,53,"NO","White","No"
8840,69,"POV","White","No"
8841,7,"NO","Hispanic","No"
8842,9,"NO","White","Yes"
8843,69,"POV","Asian","No"
8844,13,"NO","White","No"
8845,9,"NO","White","No"
8846,29,"NO","White","No"
8847,59,"NO","White","No"
8848,18,"POV","Asian","No"
8849,59,"NO","White","No"
8850,4,"NO","White","No"
8851,19,"NO","White","No"
8852,65,"NO","White","No"
8853,26,"NO","Hispanic","No"
8854,18,"NO","White","No"
8855,45,"NO","White","No"
8856,65,"NO","White","No"
8857,28,"NO","White","No"
8858,25,"NO","White","No"
8859,9,"NO","White","No"
8860,48,"NO","White","No"
8861,59,"NO","White","No"
8862,6,"NO","White","No"
8863,40,"NO","White","No"
8864,61,"NO","White","No"
8865,47,"NO","White","No"
8866,1,"NO","White","Yes"
8867,24,"NO","White","No"
8868,20,"NO","White","No"
8869,61,"NO","White","No"
8870,67,"POV","White","No"
8871,55,"NO","Black","No"
8872,1,"NO","White","No"
8873,6,"NO","Asian","Yes"
8874,67,"NO","Hispanic","No"
8875,16,"NO","Black","No"
8876,4,"NO","Hispanic","No"
8877,8,"NO","White","No"
8878,6,"NO","White","No"
8879,25,"NO","White","No"
8880,56,"NO","Hispanic","No"
8881,61,"NO","White","No"
8882,36,"NO","White","No"
8883,10,"NO","White","No"
8884,63,"NO","Asian","No"
8885,61,"NO","White","No"
8886,1,"POV","White","No"
8887,53,"NO","White","No"
8888,3,"NO","White","No"
8889,53,"NO","White","No"
8890,4,"NO","White","No"
8891,9,"NO","White","No"
8892,4,"NO","White","No"
8893,70,"NO","Hispanic","No"
8894,60,"NO","White","No"
8895,1,"NO","Hispanic","No"
8896,28,"NO","White","No"
8897,3,"NO","Asian","No"
8898,29,"NO","White","No"
8899,70,"NO","White","No"
8900,60,"NO","White","No"
8901,23,"POV","White","No"
8902,60,"POV","White","No"
8903,10,"NO","White","No"
8904,4,"NO","White","No"
8905,33,"NO","White","No"
8906,19,"NO","White","No"
8907,63,"POV","Black","No"
8908,2,"NO","Asian","No"
8909,67,"NO","White","No"
8910,70,"NO","White","No"
8911,51,"NO","White","No"
8912,55,"NO","White","No"
8913,43,"NO","White","No"
8914,23,"NO","White","No"
8915,3,"NO","White","No"
8916,2,"NO","White","No"
8917,25,"NO","White","No"
8918,24,"NO","White","No"
8919,67,"NO","White","No"
8920,26,"NO","White","No"
8921,39,"NO","White","No"
8922,21,"NO","White","No"
8923,1,"NO","White","No"
8924,67,"NO","White","No"
8925,56,"NO","Hispanic","No"
8926,8,"NO","White","No"
8927,69,"POV","Asian","No"
8928,41,"POV","White","No"
8929,42,"NO","White","No"
8930,41,"NO","Hispanic","No"
8931,39,"NO","White","No"
8932,19,"NO","White","No"
8933,1,"NO","White","No"
8934,20,"POV","White","No"
8935,46,"NO","White","No"
8936,60,"NO","White","No"
8937,61,"NO","White","No"
8938,4,"POV","White","No"
8939,70,"POV","White","No"
8940,18,"POV","White","No"
8941,14,"POV","White","No"
8942,16,"POV","White","No"
8943,42,"NO","White","No"
8944,3,"NO","White","No"
8945,44,"NO","White","No"
8946,37,"NO","White","No"
8947,46,"NO","White","No"
8948,36,"POV","White","No"
8949,30,"NO","White","No"
8950,62,"NO","Hispanic","No"
8951,16,"NO","White","No"
8952,64,"NO","White","No"
8953,44,"POV","Hispanic","No"
8954,64,"POV","White","No"
8955,61,"NO","Multirace","No"
8956,32,"NO","White","No"
8957,24,"NO","White","No"
8958,6,"POV","White","No"
8959,68,"NO","Multirace","No"
8960,19,"NO","Hispanic","No"
8961,43,"NO","White","No"
8962,23,"NO","White","No"
8963,8,"POV","Asian","No"
8964,25,"NO","White","No"
8965,53,"NO","White","No"
8966,70,"NO","White","No"
8967,66,"NO","White","No"
8968,2,"NO","White","No"
8969,65,"POV","White","No"
8970,22,"NO","Hispanic","No"
8971,7,"NO","White","No"
8972,13,"POV","White","No"
8973,2,"NO","White","No"
8974,22,"NO","White","No"
8975,56,"NO","Hispanic","No"
8976,18,"POV","White","No"
8977,48,"NO","White","No"
8978,69,"POV","White","No"
8979,70,"NO","White","Yes"
8980,4,"NO","White","No"
8981,28,"NO","Hispanic","Yes"
8982,1,"NO","White","No"
8983,60,"NO","White","No"
8984,45,"NO","White","No"
8985,69,"POV","White","No"
8986,69,"POV","White","No"
8987,69,"POV","White","No"
8988,8,"POV","White","No"
8989,22,"NO","White","No"
8990,36,"POV","White","No"
8991,38,"NO","White","No"
8992,63,"NO","Asian","No"
8993,16,"POV","White","No"
8994,7,"NO","White","No"
8995,49,"NO","White","No"
8996,19,"NO","White","No"
8997,30,"POV","White","No"
8998,61,"NO","White","No"
8999,3,"NO","White","No"
9000,56,"NO","White","No"
9001,19,"NO","White","No"
9002,35,"NO","White","No"
9003,16,"POV","White","No"
9004,2,"NO","White","Yes"
9005,47,"NO","Multirace","No"
9006,14,"NO","Asian","No"
9007,1,"NO","White","No"
9008,4,"NO","Multirace","No"
9009,20,"NO","White","No"
9010,70,"NO","White","No"
9011,29,"NO","White","No"
9012,1,"NO","White","No"
9013,65,"NO","White","No"
9014,25,"NO","Hispanic","No"
9015,70,"NO","Asian","No"
9016,29,"NO","White","No"
9017,54,"NO","White","No"
9018,51,"NO","White","No"
9019,35,"NO","White","No"
9020,2,"NO","White","No"
9021,41,"NO","Multirace","Yes"
9022,28,"NO","Asian","No"
9023,40,"NO","White","No"
9024,59,"NO","White","No"
9025,49,"NO","White","No"
9026,24,"NO","White","No"
9027,20,"NO","White","No"
9028,1,"POV","White","No"
9029,68,"POV","White","No"
9030,57,"POV","Black","No"
9031,3,"NO","White","No"
9032,24,"NO","White","No"
9033,21,"NO","White","No"
9034,52,"NO","Black","Yes"
9035,66,"NO","White","No"
9036,26,"NO","White","No"
9037,37,"NO","Black","No"
9038,60,"NO","White","No"
9039,60,"NO","White","No"
9040,22,"NO","White","No"
9041,69,"NO","White","No"
9042,27,"POV","Black","No"
9043,28,"NO","Asian","No"
9044,19,"NO","White","Yes"
9045,59,"NO","White","No"
9046,60,"NO","White","No"
9047,44,"NO","Hispanic","No"
9048,63,"NO","Asian","No"
9049,48,"NO","White","No"
9050,67,"NO","White","No"
9051,22,"NO","Hispanic","No"
9052,23,"NO","White","No"
9053,1,"NO","White","No"
9054,59,"NO","White","No"
9055,48,"NO","White","No"
9056,3,"NO","White","No"
9057,34,"NO","White","No"
9058,3,"NO","White","No"
9059,46,"NO","Black","No"
9060,52,"NO","White","No"
9061,1,"NO","Asian","No"
9062,42,"NO","White","No"
9063,4,"POV","White","No"
9064,42,"NO","White","No"
9065,60,"NO","Multirace","No"
9066,46,"NO","White","No"
9067,40,"NO","White","No"
9068,17,"NO","White","No"
9069,2,"NO","White","No"
9070,13,"POV","Asian","No"
9071,39,"NO","White","No"
9072,2,"NO","White","Yes"
9073,2,"NO","White","No"
9074,14,"POV","White","No"
9075,59,"NO","White","No"
9076,58,"NO","White","No"
9077,1,"NO","White","No"
9078,35,"NO","White","No"
9079,67,"NO","White","No"
9080,18,"NO","White","No"
9081,27,"NO","White","Yes"
9082,56,"NO","White","No"
9083,36,"NO","White","No"
9084,9,"NO","White","No"
9085,67,"NO","White","No"
9086,4,"NO","White","No"
9087,22,"NO","Asian","No"
9088,13,"NO","White","No"
9089,19,"POV","White","No"
9090,1,"NO","White","No"
9091,59,"NO","Black","No"
9092,33,"NO","White","No"
9093,67,"NO","White","No"
9094,3,"NO","White","No"
9095,60,"NO","White","No"
9096,28,"NO","Asian","Yes"
9097,43,"NO","White","No"
9098,2,"NO","White","Yes"
9099,60,"NO","White","No"
9100,55,"POV","Black","No"
9101,56,"NO","White","No"
9102,8,"NO","White","No"
9103,70,"NO","White","No"
9104,25,"NO","White","No"
9105,16,"POV","Black","No"
9106,64,"NO","Hispanic","No"
9107,13,"NO","White","No"
9108,61,"NO","White","No"
9109,19,"NO","White","No"
9110,69,"POV","Hispanic","Yes"
9111,15,"POV","White","No"
9112,27,"NO","Black","Yes"
9113,1,"NO","White","No"
9114,55,"NO","White","No"
9115,38,"NO","White","No"
9116,65,"NO","White","No"
9117,28,"NO","Asian","Yes"
9118,1,"NO","White","No"
9119,70,"NO","White","No"
9120,59,"NO","White","No"
9121,27,"POV","Black","No"
9122,13,"POV","White","No"
9123,67,"NO","Hispanic","No"
9124,1,"NO","White","Yes"
9125,13,"NO","Multirace","No"
9126,69,"POV","Asian","No"
9127,17,"POV","White","No"
9128,13,"POV","White","No"
9129,28,"NO","Hispanic","No"
9130,70,"NO","White","No"
9131,70,"NO","Asian","Yes"
9132,24,"NO","White","No"
9133,44,"NO","Hispanic","No"
9134,27,"NO","White","No"
9135,2,"NO","White","No"
9136,64,"NO","Hispanic","No"
9137,26,"NO","White","No"
9138,43,"NO","White","No"
9139,3,"POV","Black","No"
9140,69,"POV","Multirace","No"
9141,70,"NO","White","No"
9142,56,"NO","White","Yes"
9143,66,"NO","White","No"
9144,6,"NO","White","Yes"
9145,42,"NO","White","No"
9146,70,"NO","Asian","No"
9147,4,"NO","Hispanic","No"
9148,21,"NO","White","No"
9149,66,"NO","White","No"
9150,38,"NO","White","No"
9151,62,"NO","Hispanic","No"
9152,28,"NO","White","No"
9153,13,"POV","White","No"
9154,3,"NO","Asian","No"
9155,59,"NO","White","No"
9156,16,"POV","Black","No"
9157,70,"NO","Asian","No"
9158,65,"NO","White","No"
9159,66,"NO","White","No"
9160,4,"NO","White","No"
9161,59,"NO","White","No"
9162,46,"NO","Black","No"
9163,35,"NO","White","No"
9164,8,"NO","White","No"
9165,66,"NO","White","No"
9166,10,"NO","Multirace","No"
9167,66,"NO","White","No"
9168,30,"NO","White","No"
9169,20,"NO","White","No"
9170,47,"NO","White","No"
9171,30,"NO","White","No"
9172,23,"NO","White","No"
9173,59,"NO","Black","No"
9174,4,"NO","White","No"
9175,4,"NO","White","No"
9176,66,"NO","White","No"
9177,57,"NO","White","No"
9178,65,"NO","White","No"
9179,64,"NO","Hispanic","No"
9180,23,"NO","White","No"
9181,66,"NO","White","No"
9182,21,"NO","White","No"
9183,69,"NO","Asian","Yes"
9184,67,"NO","White","No"
9185,27,"NO","White","No"
9186,67,"NO","White","No"
9187,68,"NO","White","No"
9188,4,"NO","Hispanic","No"
9189,70,"POV","White","No"
9190,7,"NO","White","No"
9191,29,"NO","White","No"
9192,32,"POV","White","Yes"
9193,60,"NO","White","No"
9194,10,"POV","Asian","No"
9195,3,"POV","White","No"
9196,57,"POV","White","No"
9197,29,"NO","White","No"
9198,42,"NO","White","No"
9199,25,"NO","White","No"
9200,69,"POV","White","No"
9201,3,"NO","White","No"
9202,42,"NO","Asian","No"
9203,4,"NO","White","No"
9204,70,"NO","Hispanic","No"
9205,28,"NO","White","No"
9206,66,"NO","White","No"
9207,69,"POV","Black","No"
9208,53,"NO","White","No"
9209,60,"NO","Hispanic","No"
9210,70,"NO","Asian","No"
9211,2,"POV","White","No"
9212,57,"POV","Hispanic","No"
9213,70,"NO","White","Yes"
9214,30,"NO","Hispanic","No"
9215,36,"NO","White","No"
9216,3,"NO","Asian","No"
9217,2,"POV","White","No"
9218,63,"POV","Black","No"
9219,57,"POV","Asian","No"
9220,13,"NO","White","No"
9221,58,"NO","Hispanic","No"
9222,70,"NO","White","No"
9223,13,"POV","Asian","Yes"
9224,27,"NO","White","No"
9225,3,"NO","White","No"
9226,1,"NO","White","No"
9227,24,"NO","White","No"
9228,70,"NO","White","No"
9229,10,"NO","White","No"
9230,1,"NO","White","No"
9231,58,"POV","Black","No"
9232,68,"NO","Multirace","No"
9233,43,"NO","White","No"
9234,40,"NO","White","No"
9235,63,"NO","White","No"
9236,69,"POV","Asian","No"
9237,61,"NO","White","No"
9238,11,"NO","White","No"
9239,12,"NO","Asian","No"
9240,58,"NO","White","No"
9241,28,"NO","Black","No"
9242,1,"NO","White","No"
9243,3,"NO","White","No"
9244,4,"NO","White","Yes"
9245,63,"NO","Black","No"
9246,59,"NO","White","No"
9247,66,"NO","White","No"
9248,10,"NO","White","No"
9249,60,"NO","Hispanic","Yes"
9250,13,"NO","White","No"
9251,9,"NO","White","Yes"
9252,3,"NO","White","No"
9253,70,"NO","White","No"
9254,39,"NO","White","No"
9255,3,"NO","White","No"
9256,3,"NO","White","No"
9257,9,"NO","White","No"
9258,70,"NO","White","Yes"
9259,42,"NO","White","No"
9260,13,"POV","White","No"
9261,62,"NO","Hispanic","No"
9262,38,"NO","White","No"
9263,59,"NO","Black","No"
9264,17,"POV","Asian","No"
9265,66,"NO","White","No"
9266,3,"NO","White","No"
9267,60,"NO","White","No"
9268,39,"POV","White","No"
9269,54,"NO","White","No"
9270,2,"NO","White","No"
9271,65,"NO","White","No"
9272,22,"NO","White","No"
9273,13,"POV","White","No"
9274,47,"NO","White","No"
9275,55,"NO","Black","No"
9276,13,"POV","White","No"
9277,69,"POV","Hispanic","Yes"
9278,1,"NO","White","Yes"
9279,27,"POV","White","No"
9280,30,"NO","White","No"
9281,12,"NO","White","No"
9282,67,"NO","White","No"
9283,43,"NO","White","No"
9284,65,"POV","White","No"
9285,65,"NO","White","No"
9286,2,"NO","White","No"
9287,70,"NO","White","No"
9288,8,"NO","White","No"
9289,70,"NO","Asian","No"
9290,2,"NO","Hispanic","No"
9291,69,"POV","White","No"
9292,15,"NO","Black","No"
9293,21,"NO","White","No"
9294,70,"NO","White","No"
9295,70,"NO","White","No"
9296,15,"NO","White","No"
9297,2,"NO","Asian","No"
9298,36,"NO","White","No"
9299,25,"NO","White","No"
9300,53,"POV","White","No"
9301,26,"NO","White","No"
9302,1,"NO","White","No"
9303,1,"POV","White","No"
9304,56,"NO","Hispanic","No"
9305,56,"NO","White","No"
9306,66,"NO","White","No"
9307,66,"NO","White","No"
9308,16,"NO","White","Yes"
9309,69,"POV","White","No"
9310,53,"NO","White","No"
9311,32,"NO","White","Yes"
9312,66,"NO","White","No"
9313,34,"NO","White","No"
9314,3,"NO","White","No"
9315,17,"NO","White","No"
9316,59,"NO","White","No"
9317,11,"NO","White","No"
9318,6,"POV","White","No"
9319,40,"NO","White","No"
9320,15,"POV","White","No"
9321,69,"POV","White","No"
9322,42,"NO","White","No"
9323,34,"NO","Black","No"
9324,23,"NO","Hispanic","No"
9325,59,"NO","White","No"
9326,9,"NO","Black","Yes"
9327,1,"NO","White","No"
9328,70,"NO","White","No"
9329,3,"NO","White","No"
9330,50,"POV","White","No"
9331,40,"NO","White","No"
9332,57,"NO","White","No"
9333,59,"NO","White","No"
9334,48,"NO","White","No"
9335,10,"POV","White","No"
9336,14,"POV","White","No"
9337,70,"NO","White","No"
9338,70,"NO","White","No"
9339,3,"NO","White","No"
9340,2,"NO","White","No"
9341,54,"NO","White","No"
9342,4,"NO","White","No"
9343,14,"NO","Asian","No"
9344,4,"NO","White","Yes"
9345,25,"NO","White","No"
9346,54,"NO","White","No"
9347,34,"POV","Black","No"
9348,26,"NO","White","No"
9349,36,"NO","White","No"
9350,69,"POV","White","No"
9351,27,"NO","White","No"
9352,60,"NO","White","No"
9353,22,"NO","White","No"
9354,66,"NO","White","No"
9355,26,"NO","White","No"
9356,38,"POV","White","No"
9357,58,"POV","White","No"
9358,67,"NO","Hispanic","No"
9359,61,"NO","White","No"
9360,54,"NO","White","No"
9361,55,"NO","White","No"
9362,55,"NO","White","No"
9363,2,"POV","White","No"
9364,12,"POV","White","No"
9365,16,"POV","White","No"
9366,18,"POV","White","No"
9367,15,"NO","White","No"
9368,66,"NO","White","No"
9369,57,"POV","Hispanic","No"
9370,3,"NO","White","No"
9371,63,"NO","White","No"
9372,61,"NO","White","No"
9373,60,"NO","White","No"
9374,66,"NO","White","No"
9375,69,"POV","White","No"
9376,65,"NO","White","No"
9377,30,"NO","Hispanic","No"
9378,59,"NO","White","No"
9379,51,"NO","White","No"
9380,4,"NO","White","No"
9381,57,"NO","Hispanic","No"
9382,70,"NO","White","No"
9383,60,"POV","Hispanic","No"
9384,3,"NO","White","No"
9385,14,"NO","White","No"
9386,68,"NO","White","No"
9387,64,"NO","White","No"
9388,69,"POV","Asian","No"
9389,58,"NO","White","No"
9390,65,"NO","White","No"
9391,48,"NO","White","No"
9392,60,"NO","White","Yes"
9393,1,"NO","White","No"
9394,69,"NO","White","No"
9395,54,"NO","White","No"
9396,47,"NO","Hispanic","No"
9397,25,"NO","White","No"
9398,19,"NO","Black","No"
9399,57,"POV","Hispanic","No"
9400,17,"POV","Asian","No"
9401,5,"NO","White","No"
9402,56,"NO","Multirace","No"
9403,2,"POV","White","No"
9404,43,"NO","White","No"
9405,43,"NO","White","No"
9406,66,"NO","White","No"
9407,4,"NO","White","No"
9408,45,"NO","White","No"
9409,38,"NO","White","No"
9410,49,"NO","White","No"
9411,69,"POV","Hispanic","No"
9412,67,"NO","Hispanic","No"
9413,4,"NO","White","No"
9414,67,"NO","White","No"
9415,42,"NO","White","No"
9416,14,"NO","White","No"
9417,59,"NO","White","No"
9418,27,"NO","White","Yes"
9419,6,"POV","White","No"
9420,39,"POV","White","No"
9421,70,"NO","White","No"
9422,49,"NO","White","No"
9423,33,"NO","White","Yes"
9424,69,"POV","White","No"
9425,54,"NO","White","No"
9426,3,"POV","White","No"
9427,4,"NO","Hispanic","No"
9428,63,"NO","Black","No"
9429,62,"NO","White","No"
9430,1,"NO","White","No"
9431,37,"NO","Hispanic","No"
9432,27,"NO","White","No"
9433,1,"NO","White","No"
9434,60,"NO","Black","No"
9435,2,"POV","White","No"
9436,13,"NO","White","No"
9437,56,"NO","White","No"
9438,60,"NO","White","No"
9439,1,"NO","Asian","No"
9440,60,"NO","White","No"
9441,66,"NO","White","No"
9442,47,"NO","Hispanic","No"
9443,53,"NO","White","No"
9444,70,"NO","White","No"
9445,25,"NO","White","No"
9446,60,"NO","White","No"
9447,21,"NO","White","No"
9448,25,"NO","White","No"
9449,21,"NO","White","No"
9450,43,"NO","White","No"
9451,4,"NO","White","No"
9452,66,"NO","White","No"
9453,49,"NO","White","No"
9454,1,"NO","White","Yes"
9455,69,"NO","White","No"
9456,39,"NO","White","No"
9457,66,"NO","White","No"
9458,66,"NO","White","No"
9459,47,"NO","White","No"
9460,1,"NO","White","No"
9461,4,"NO","Hispanic","No"
9462,14,"POV","White","No"
9463,28,"NO","Hispanic","No"
9464,21,"NO","White","No"
9465,69,"POV","Asian","No"
9466,18,"POV","White","No"
9467,41,"NO","White","No"
9468,4,"NO","White","No"
9469,16,"POV","White","No"
9470,2,"NO","Black","No"
9471,68,"NO","White","No"
9472,38,"NO","White","No"
9473,60,"NO","Other","No"
9474,1,"NO","Asian","No"
9475,66,"NO","White","No"
9476,63,"NO","White","No"
9477,18,"POV","White","No"
9478,42,"NO","White","No"
9479,40,"NO","White","No"
9480,10,"NO","White","Yes"
9481,20,"NO","White","No"
9482,15,"NO","Black","No"
9483,57,"NO","White","No"
9484,58,"NO","Hispanic","No"
9485,57,"POV","Hispanic","No"
9486,60,"NO","White","No"
9487,70,"NO","White","No"
9488,52,"NO","Black","No"
9489,70,"NO","White","No"
9490,21,"NO","White","No"
9491,14,"NO","White","No"
9492,67,"NO","White","No"
9493,49,"POV","White","Yes"
9494,47,"NO","White","No"
9495,52,"NO","White","No"
9496,34,"NO","Black","No"
9497,14,"POV","White","No"
9498,53,"NO","White","No"
9499,59,"NO","White","No"
9500,47,"NO","Hispanic","No"
9501,61,"NO","White","No"
9502,55,"POV","Black","No"
9503,11,"NO","White","No"
9504,20,"NO","White","No"
9505,69,"NO","Asian","No"
9506,66,"NO","Asian","No"
9507,1,"NO","White","No"
9508,22,"NO","Hispanic","No"
9509,70,"NO","White","No"
9510,53,"POV","White","No"
9511,15,"POV","White","No"
9512,42,"NO","White","No"
9513,55,"NO","White","No"
9514,70,"NO","White","No"
9515,14,"NO","Asian","No"
9516,2,"NO","White","No"
9517,6,"POV","White","Yes"
9518,30,"NO","White","No"
9519,63,"POV","Asian","No"
9520,24,"NO","Black","No"
9521,43,"NO","White","No"
9522,50,"NO","White","No"
9523,12,"POV","White","No"
9524,12,"NO","White","No"
9525,69,"POV","White","No"
9526,9,"POV","White","No"
9527,2,"NO","Asian","No"
9528,4,"NO","White","No"
9529,59,"NO","White","No"
9530,56,"NO","Hispanic","No"
9531,9,"NO","White","No"
9532,61,"NO","White","No"
9533,31,"POV","White","Yes"
9534,13,"NO","Hispanic","No"
9535,39,"NO","White","No"
9536,69,"POV","White","Yes"
9537,36,"NO","White","No"
9538,54,"NO","White","No"
9539,22,"NO","White","No"
9540,1,"POV","White","Yes"
9541,14,"POV","White","No"
9542,1,"NO","White","No"
9543,59,"NO","White","No"
9544,49,"NO","White","No"
9545,70,"POV","White","No"
9546,62,"NO","Hispanic","No"
9547,56,"POV","Hispanic","No"
9548,13,"NO","White","No"
9549,16,"POV","White","No"
9550,52,"NO","Hispanic","No"
9551,18,"POV","White","No"
9552,4,"NO","White","No"
9553,65,"NO","White","No"
9554,22,"NO","White","No"
9555,63,"POV","Black","No"
9556,7,"NO","White","No"
9557,57,"POV","Hispanic","No"
9558,4,"NO","Multirace","No"
9559,8,"NO","White","No"
9560,7,"NO","White","No"
9561,14,"NO","White","No"
9562,2,"POV","White","No"
9563,19,"NO","White","No"
9564,29,"NO","Black","No"
9565,41,"POV","Hispanic","No"
9566,63,"NO","Black","No"
9567,55,"NO","Black","No"
9568,62,"NO","White","No"
9569,24,"NO","White","No"
9570,60,"NO","White","No"
9571,65,"POV","White","No"
9572,63,"POV","Asian","No"
9573,30,"NO","White","No"
9574,27,"NO","White","Yes"
9575,53,"NO","White","No"
9576,70,"NO","Asian","No"
9577,13,"POV","White","No"
9578,14,"POV","White","No"
9579,4,"NO","White","No"
9580,37,"POV","Hispanic","No"
9581,18,"POV","White","No"
9582,26,"NO","White","No"
9583,13,"NO","Asian","No"
9584,19,"NO","Black","No"
9585,22,"NO","Multirace","No"
9586,19,"NO","White","No"
9587,48,"NO","White","No"
9588,69,"POV","White","No"
9589,58,"NO","Hispanic","No"
9590,59,"NO","White","No"
9591,25,"NO","Hispanic","No"
9592,41,"NO","Hispanic","No"
9593,64,"POV","Hispanic","No"
9594,56,"NO","White","No"
9595,12,"NO","White","No"
9596,56,"POV","White","No"
9597,3,"NO","White","No"
9598,17,"POV","White","No"
9599,70,"NO","Black","No"
9600,44,"NO","White","No"
9601,59,"NO","White","No"
9602,29,"NO","White","No"
9603,20,"NO","Hispanic","No"
9604,30,"NO","White","No"
9605,27,"NO","White","Yes"
9606,9,"NO","White","Yes"
9607,2,"POV","White","No"
9608,10,"NO","White","No"
9609,7,"NO","White","No"
9610,43,"NO","White","No"
9611,4,"NO","Asian","No"
9612,33,"NO","White","No"
9613,67,"NO","Hispanic","No"
9614,40,"NO","White","No"
9615,3,"NO","Asian","No"
9616,67,"NO","White","No"
9617,40,"NO","White","No"
9618,33,"NO","White","Yes"
9619,13,"POV","White","No"
9620,66,"NO","White","No"
9621,16,"POV","Asian","No"
9622,2,"NO","White","No"
9623,67,"NO","White","No"
9624,21,"NO","White","No"
9625,16,"NO","White","Yes"
9626,44,"NO","White","No"
9627,37,"NO","White","No"
9628,2,"NO","White","No"
9629,4,"NO","White","No"
9630,59,"NO","White","No"
9631,54,"POV","White","No"
9632,42,"POV","White","No"
9633,18,"POV","Asian","No"
9634,37,"NO","Hispanic","No"
9635,20,"NO","White","No"
9636,9,"NO","White","No"
9637,38,"POV","White","No"
9638,9,"NO","White","No"
9639,4,"NO","Asian","No"
9640,59,"POV","Black","No"
9641,70,"POV","White","No"
9642,32,"NO","Black","Yes"
9643,55,"NO","White","No"
9644,32,"NO","White","No"
9645,23,"NO","Hispanic","No"
9646,4,"NO","White","No"
9647,64,"POV","Hispanic","No"
9648,66,"NO","White","No"
9649,67,"POV","White","No"
9650,16,"POV","White","No"
9651,56,"NO","White","No"
9652,57,"NO","Hispanic","No"
9653,4,"NO","White","No"
9654,22,"NO","Hispanic","No"
9655,59,"NO","Multirace","No"
9656,19,"NO","Black","No"
9657,25,"NO","White","No"
9658,54,"NO","White","No"
9659,13,"POV","White","No"
9660,27,"NO","White","No"
9661,57,"POV","White","No"
9662,4,"POV","White","Yes"
9663,69,"POV","White","No"
9664,59,"NO","White","No"
9665,12,"NO","White","No"
9666,16,"POV","Black","No"
9667,69,"NO","White","No"
9668,16,"POV","Asian","No"
9669,48,"NO","Multirace","No"
9670,18,"POV","White","No"
9671,1,"NO","White","No"
9672,14,"POV","White","Yes"
9673,18,"POV","White","No"
9674,29,"POV","White","No"
9675,13,"NO","White","No"
9676,49,"NO","White","No"
9677,53,"NO","White","No"
9678,17,"POV","Multirace","No"
9679,26,"NO","Hispanic","No"
9680,38,"NO","White","No"
9681,3,"POV","White","No"
9682,24,"NO","White","No"
9683,60,"NO","Black","Yes"
9684,2,"NO","Hispanic","No"
9685,14,"POV","White","No"
9686,4,"NO","White","No"
9687,16,"NO","Asian","No"
9688,9,"POV","White","No"
9689,25,"NO","White","No"
9690,22,"NO","White","No"
9691,67,"NO","Hispanic","No"
9692,18,"POV","White","No"
9693,22,"NO","Hispanic","No"
9694,25,"NO","Hispanic","No"
9695,70,"NO","Asian","No"
9696,11,"NO","White","No"
9697,2,"NO","White","No"
9698,64,"POV","White","No"
9699,22,"NO","White","No"
9700,53,"NO","Black","No"
9701,63,"POV","Black","No"
9702,16,"POV","Black","No"
9703,62,"NO","White","No"
9704,22,"NO","White","No"
9705,70,"POV","Asian","No"
9706,70,"NO","White","No"
9707,66,"NO","White","No"
9708,58,"NO","White","No"
9709,19,"NO","White","No"
9710,24,"NO","White","Yes"
9711,35,"NO","White","No"
9712,25,"NO","White","No"
9713,2,"NO","Hispanic","No"
9714,36,"NO","White","No"
9715,63,"NO","White","No"
9716,41,"POV","White","No"
9717,58,"NO","Hispanic","Yes"
9718,70,"NO","White","No"
9719,47,"NO","Hispanic","No"
9720,3,"NO","White","No"
9721,66,"NO","White","No"
9722,69,"POV","White","No"
9723,27,"POV","White","Yes"
9724,68,"NO","White","No"
9725,20,"NO","White","No"
9726,37,"NO","Hispanic","No"
9727,52,"NO","Multirace","No"
9728,69,"POV","White","No"
9729,10,"NO","Asian","No"
9730,4,"NO","White","No"
9731,50,"NO","White","No"
9732,50,"NO","White","No"
9733,1,"NO","White","No"
9734,35,"NO","White","No"
9735,18,"POV","White","Yes"
9736,17,"NO","Asian","No"
9737,40,"NO","White","No"
9738,34,"NO","White","No"
9739,59,"NO","Black","No"
9740,56,"NO","White","Yes"
9741,15,"POV","White","No"
9742,29,"NO","White","No"
9743,39,"POV","White","No"
